Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,90sGls,90sAst,90sG+A,90sG-PK,90sG+A-PK,90sxG,90sxAG,90sxG+xAG,90snpxG,90snpxG+xAG,Sh,SoT,SoTPercent,Sh90,SoT90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,TotCmp,TotAtt,TotCmp%,TotDist,PrgDist,ShortCmp,ShortAtt,ShortCmp%,MedCmp,MedAtt,MedCmp%,LongCmp,LongAtt,LongCmp%,xAG,xA,A-xAG,KP,Passes3rd,PPA,CrsPA,PrgP,SCA,SCA90,PassLive,PassDead,TO,SCASh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,GCASh,Fld,Def,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,LiveTouches,Att,Succ,SuccPercent,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,Final3rd,CPA,Mis,Dis,Rec,PrgR
Boubakary Soumaré,fr FRA,MF,Leicester City,22,1999,19,12,1102,12.2,0,1,1,0,0,0,0,0,0.4,0.4,0.4,0.7,10,45,16,0,0.08,0.08,0,0.08,0.03,0.03,0.06,0.03,0.06,6,2,33.3,0.49,0.16,0,0,18.6,0,0,0,0.4,0.4,0.06,-0.4,-0.4,444,542,81.9,6701,1678,241,280,86.1,156,184,84.8,31,46,67.4,0.4,0.3,0.6,6,38,5,1,45,18,1.47,14,0,2,0,1,1,2,0.16,2,0,0,0,0,0,664,28,174,396,101,7,664,24,14,58.3,10,41.7,359,1772,585,10,16,1,25,13,475,16
Ça?lar Söyüncü,tr TUR,DF,Leicester City,25,1996,28,28,2497,27.7,1,0,1,1,0,0,5,0,1,1,0.1,1.1,19,71,5,0.04,0,0.04,0.04,0.04,0.04,0,0.04,0.04,0.04,8,1,12.5,0.29,0.04,0.13,1,12,0,0,0,1,1,0.13,0,0,1630,1935,84.2,29197,10178,654,720,90.8,827,894,92.5,125,263,47.5,0.1,0.2,-0.1,3,70,3,2,71,14,0.5,13,0,0,1,0,0,0,0,0,0,0,0,0,0,2216,284,1186,982,65,16,2216,8,4,50,4,50,1393,6984,3401,19,15,0,9,3,1509,5
Tony Springett,eng ENG,MFFW,Norwich City,18,2002,3,1,141,1.6,0,0,0,0,0,0,1,0,0.2,0.2,0.5,0.7,8,2,11,0,0,0,0,0,0.11,0.34,0.45,0.11,0.45,1,1,100,0.64,0.64,0,0,12.9,0,0,0,0.2,0.2,0.17,-0.2,-0.2,25,38,65.8,348,78,16,22,72.7,9,10,90,0,2,0,0.5,0,-0.5,2,1,1,1,2,3,1.91,2,0,0,1,0,0,0,0,0,0,0,0,0,0,52,2,15,22,18,5,52,2,1,50,1,50,39,324,203,8,2,3,2,3,39,11
Jason Steele,eng ENG,GK,Brighton,30,1990,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,34,38,89.5,744,408,9,9,100,21,21,100,4,8,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,37,41,1,0,0,41,0,0,,0,,19,98,28,0,0,0,0,0,28,0
Jed Steer,eng ENG,GK,Aston Villa,28,1992,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,30,38,78.9,700,558,8,8,100,17,17,100,5,13,38.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,34,37,1,0,0,38,0,0,,0,,19,123,70,0,0,0,0,0,18,0
Zack Steffen,us USA,GK,Manchester City,26,1995,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,34,39,87.2,567,330,17,17,100,15,15,100,2,7,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,38,42,0,0,0,42,0,0,,0,,19,86,40,0,0,0,0,0,20,0
Dale Stephens,eng ENG,MF,Burnley,32,1989,3,1,124,1.4,0,0,0,0,0,0,1,0,0,0,0,0.1,0,5,1,0,0,0,0,0,0.02,0.02,0.04,0.02,0.04,1,0,0,0.73,0,0,,22.8,0,0,0,0,0,0.03,0,0,46,57,80.7,812,228,20,27,74.1,17,20,85,7,7,100,0,0.1,0,1,4,2,0,5,1,0.73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,71,3,10,54,7,0,71,0,0,,0,,25,102,26,0,1,0,2,0,35,1
Jack Stephens,eng ENG,DF,Southampton,27,1994,11,9,811,9,0,0,0,0,0,0,3,0,0,0,0.3,0.3,7,28,3,0,0,0,0,0,0,0.04,0.04,0,0.04,0,0,,0,0,,,,0,0,0,0,0,,0,0,361,474,76.2,6659,2565,143,158,90.5,184,219,84,29,79,36.7,0.3,0.2,-0.3,4,24,1,0,28,6,0.67,6,0,0,0,0,0,0,0,0,0,0,0,0,0,566,77,288,260,21,3,566,2,2,100,0,0,307,1542,991,7,9,0,2,1,318,3
Raheem Sterling,eng ENG,FW,Manchester City,26,1994,30,23,2128,23.6,13,5,18,11,2,3,1,0,14,11.5,5.5,17,108,65,317,0.55,0.21,0.76,0.47,0.68,0.59,0.23,0.82,0.49,0.72,54,25,46.3,2.28,1.06,0.2,0.44,14,0,2,3,14,11.5,0.21,-1,-0.5,714,880,81.1,9140,1729,479,527,90.9,184,226,81.4,14,29,48.3,5.5,4.6,-0.5,42,15,48,9,65,93,3.93,72,1,12,4,4,0,10,0.42,5,0,0,2,3,0,1173,8,51,339,797,191,1170,112,53,47.3,59,52.7,886,5297,2574,108,54,65,62,54,991,317
Finley Stevens,wls WAL,DF,Brentford,18,2003,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,2,2,0,0,0,0,0,0,0.33,0.33,0,0.33,0,0,,0,0,,,,0,0,0,0,0,,0,0,5,7,71.4,82,39,3,3,100,1,2,50,1,2,50,0.1,0,-0.1,1,0,1,0,2,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,5,3,1,9,0,0,,0,,5,17,4,0,0,0,0,0,5,2
John Stones,eng ENG,DF,Manchester City,27,1994,14,12,1119,12.4,1,0,1,1,0,0,0,0,0.9,0.9,0.2,1.1,28,63,7,0.08,0,0.08,0.08,0.08,0.07,0.01,0.09,0.07,0.09,9,5,55.6,0.72,0.4,0.11,0.2,13.2,0,0,0,0.9,0.9,0.1,0.1,0.1,911,1001,91,16544,4754,391,420,93.1,426,455,93.6,83,102,81.4,0.2,0.3,-0.2,4,82,4,0,63,13,1.05,12,0,0,1,0,0,1,0.08,0,0,0,1,0,0,1072,82,356,631,91,10,1072,9,8,88.9,1,11.1,768,4519,2638,28,23,0,4,1,846,7
Pascal Struijk,nl NED,DFMF,Leeds United,21,1999,29,22,2055,22.8,1,0,1,1,0,0,6,1,1.4,1.4,0.4,1.9,8,86,10,0.04,0,0.04,0.04,0.04,0.06,0.02,0.08,0.06,0.08,11,3,27.3,0.48,0.13,0.09,0.33,9.1,0,0,0,1.4,1.4,0.14,-0.4,-0.4,1089,1278,85.2,20168,6807,372,423,87.9,616,665,92.6,85,148,57.4,0.4,0.2,-0.4,11,62,1,0,86,21,0.92,18,0,0,2,0,1,1,0.04,0,0,0,1,0,0,1533,172,801,653,85,21,1533,3,2,66.7,1,33.3,803,3748,2049,8,5,0,18,5,932,10
Crysencio Summerville,nl NED,MFFW,Leeds United,19,2001,6,0,130,1.4,0,0,0,0,0,0,0,0,0.2,0.2,0,0.3,5,7,16,0,0,0,0,0,0.17,0.03,0.19,0.17,0.19,2,0,0,1.38,0,0,,12.7,0,0,0,0.2,0.2,0.12,-0.2,-0.2,51,70,72.9,638,142,32,37,86.5,14,21,66.7,1,3,33.3,0,0.1,0,2,2,4,0,7,3,2.08,3,0,0,0,0,0,0,0,0,0,0,0,0,0,93,1,16,26,51,9,93,7,4,57.1,3,42.9,56,309,159,5,0,0,4,2,62,16
Jakob Sørensen,dk DEN,MFDF,Norwich City,23,1998,10,6,604,6.7,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,4,20,4,0,0,0,0,0,0.07,0,0.07,0.07,0.07,5,1,20,0.75,0.15,0,0,16.5,0,0,0,0.5,0.5,0.1,-0.5,-0.5,251,309,81.2,4615,1347,98,111,88.3,117,132,88.6,29,50,58,0,0.1,0,0,21,2,1,20,5,0.75,3,0,0,0,0,2,0,0,0,0,0,0,0,0,381,33,154,195,37,8,381,4,3,75,1,25,219,1063,524,4,1,0,2,2,233,4
Japhet Tanganga,eng ENG,DF,Tottenham,22,1999,11,10,735,8.2,0,0,0,0,0,0,4,1,0.4,0.4,0.2,0.7,13,20,21,0,0,0,0,0,0.05,0.03,0.08,0.05,0.08,7,2,28.6,0.86,0.24,0,0,13.3,0,0,0,0.4,0.4,0.06,-0.4,-0.4,333,407,81.8,4995,1531,175,191,91.6,124,158,78.5,19,36,52.8,0.2,0.4,-0.2,2,9,4,1,20,3,0.37,2,0,0,1,0,0,0,0,0,0,0,0,0,0,493,45,163,241,94,10,493,7,5,71.4,2,28.6,275,1388,782,13,11,2,7,5,315,21
Matt Targett,eng ENG,DF,Aston Villa,25,1995,17,17,1431,15.9,1,1,2,1,0,0,2,0,0.5,0.5,1.7,2.2,19,83,79,0.06,0.06,0.13,0.06,0.13,0.03,0.11,0.14,0.03,0.14,7,2,28.6,0.44,0.13,0.14,0.5,13.5,0,0,0,0.5,0.5,0.07,0.5,0.5,592,823,71.9,10224,4703,287,338,84.9,238,299,79.6,56,131,42.7,1.7,1.6,-0.7,21,68,20,8,83,36,2.26,30,5,0,1,0,0,2,0.13,2,0,0,0,0,0,984,60,293,437,259,15,984,6,1,16.7,5,83.3,466,1618,886,19,16,2,9,4,543,79
Matt Targett,eng ENG,DF,Newcastle Utd,25,1995,16,16,1440,16,0,0,0,0,0,0,1,0,0.3,0.3,1.9,2.2,11,53,40,0,0,0,0,0,0.02,0.12,0.14,0.02,0.14,6,3,50,0.37,0.19,0,0,16.3,0,0,0,0.3,0.3,0.05,-0.3,-0.3,566,789,71.7,9448,4669,275,310,88.7,230,302,76.2,46,131,35.1,1.9,1.5,-1.9,20,47,13,6,53,44,2.75,21,15,2,1,5,0,2,0.12,1,1,0,0,0,0,940,60,308,404,233,11,940,17,10,58.8,7,41.2,358,1217,562,11,8,2,13,5,420,40
James Tarkowski,eng ENG,DF,Burnley,28,1992,35,35,3106,34.5,1,2,3,1,0,0,11,0,2.5,2.5,0.5,3,3,97,11,0.03,0.06,0.09,0.03,0.09,0.07,0.01,0.09,0.07,0.09,22,6,27.3,0.64,0.17,0.05,0.17,11.3,0,0,0,2.5,2.5,0.12,-1.5,-1.5,816,1190,68.6,18096,8529,259,356,72.8,369,479,77,172,314,54.8,0.5,0.9,1.5,10,75,12,0,97,28,0.81,24,1,0,2,0,1,2,0.06,2,0,0,0,0,0,1623,276,819,702,115,67,1623,7,5,71.4,2,28.6,596,2550,1226,3,6,0,13,5,702,11
Nuno Tavares,pt POR,DF,Arsenal,21,2000,22,13,1176,13.1,1,1,2,1,0,0,2,0,1.9,1.9,1.1,2.9,47,42,91,0.08,0.08,0.15,0.08,0.15,0.14,0.08,0.22,0.14,0.22,23,2,8.7,1.76,0.15,0.04,0.5,19.8,0,0,0,1.9,1.9,0.08,-0.9,-0.9,581,727,79.9,8861,2473,324,357,90.8,220,260,84.6,25,59,42.4,1.1,1,-0.1,10,37,10,5,42,27,2.07,19,0,4,1,2,1,3,0.23,2,0,0,1,0,0,902,51,278,346,291,39,902,36,18,50,18,50,510,3094,1682,47,29,12,29,13,560,91
Charlie Taylor,eng ENG,DF,Burnley,27,1993,31,30,2731,30.3,0,3,3,0,0,0,3,0,0.2,0.2,3.8,4,58,91,77,0,0.1,0.1,0,0.1,0.01,0.13,0.13,0.01,0.13,7,0,0,0.23,0,0,,22.4,0,0,0,0.2,0.2,0.02,-0.2,-0.2,968,1375,70.4,16556,7025,497,563,88.3,344,455,75.6,101,262,38.5,3.8,2.4,-0.8,21,72,25,19,91,52,1.71,39,4,2,0,7,0,8,0.26,5,1,1,0,1,0,1744,170,591,730,442,13,1744,53,27,50.9,26,49.1,759,5150,2143,58,36,7,31,15,816,77
Nathan Tella,eng ENG,MFFW,Southampton,22,1999,14,10,804,8.9,0,1,1,0,0,0,2,0,0.6,0.6,0.6,1.2,22,17,44,0,0.11,0.11,0,0.11,0.07,0.07,0.13,0.07,0.13,12,5,41.7,1.34,0.56,0,0,21.8,0,0,0,0.6,0.6,0.05,-0.6,-0.6,103,177,58.2,1445,383,61,81,75.3,31,55,56.4,4,13,30.8,0.6,0.3,0.4,7,11,4,3,17,23,2.57,13,0,2,2,6,0,4,0.45,3,0,0,0,1,0,324,8,60,126,150,20,324,26,10,38.5,16,61.5,194,1473,671,22,22,4,40,24,183,44
Alex Telles,br BRA,DF,Manchester Utd,28,1992,21,18,1660,18.4,0,4,4,0,0,0,1,0,0.4,0.4,1.9,2.3,36,66,102,0,0.22,0.22,0,0.22,0.02,0.1,0.12,0.02,0.12,10,3,30,0.54,0.16,0,0,23.1,4,0,0,0.4,0.4,0.04,-0.4,-0.4,898,1205,74.5,13213,5198,531,592,89.7,288,389,74,53,163,32.5,1.9,2.2,2.1,26,53,16,9,66,51,2.77,27,18,1,2,2,1,5,0.27,0,4,0,0,1,0,1396,66,407,562,438,18,1396,22,12,54.5,10,45.5,745,3421,1904,36,37,1,15,10,850,102
Luke Thomas,eng ENG,DF,Leicester City,20,2001,22,21,1912,21.2,0,1,1,0,0,0,2,0,0.1,0.1,1.3,1.5,28,95,59,0,0.05,0.05,0,0.05,0.01,0.06,0.07,0.01,0.07,4,0,0,0.19,0,0,,19,0,0,0,0.1,0.1,0.04,-0.1,-0.1,1007,1272,79.2,14404,5124,597,660,90.5,346,434,79.7,37,96,38.5,1.3,1.3,-0.3,12,75,13,3,95,28,1.32,17,6,2,2,0,1,1,0.05,1,0,0,0,0,0,1533,86,489,737,316,15,1533,23,15,65.2,8,34.8,744,2969,1632,28,28,2,33,20,882,59
Dominic Thompson,eng ENG,DF,Brentford,21,2000,2,2,146,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,3,0,0,0,0,0,0.04,0,0.04,0.04,0.04,1,0,0,0.62,0,0,,14.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1,21,41,51.2,297,81,13,18,72.2,8,13,61.5,0,8,0,0,0,0,0,0,0,0,0,1,0.62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,57,8,31,15,12,2,57,2,0,0,2,100,25,96,37,0,0,0,2,0,29,3
Youri Tielemans,be BEL,MF,Leicester City,24,1997,32,29,2631,29.2,6,4,10,4,2,2,3,0,4.4,2.8,4.2,7,31,202,69,0.21,0.14,0.34,0.14,0.27,0.15,0.15,0.29,0.1,0.24,57,15,26.3,1.95,0.51,0.07,0.27,25,0,2,2,4.4,2.8,0.05,1.6,1.2,1451,1785,81.3,23843,7353,720,808,89.1,574,672,85.4,119,209,56.9,4.2,3.8,-0.2,37,171,28,7,202,101,3.45,80,5,6,6,1,3,15,0.51,14,0,0,1,0,0,2111,78,447,1219,470,36,2109,39,25,64.1,14,35.9,1127,4219,2154,31,36,5,44,30,1514,69
Kieran Tierney,sct SCO,DF,Arsenal,24,1997,22,22,1915,21.3,1,3,4,1,0,0,0,0,0.6,0.6,1.8,2.4,62,105,128,0.05,0.14,0.19,0.05,0.19,0.03,0.09,0.11,0.03,0.11,15,5,33.3,0.7,0.23,0.07,0.2,20.8,0,0,0,0.6,0.6,0.04,0.4,0.4,900,1165,77.3,16286,5207,379,427,88.8,431,513,84,82,174,47.1,1.8,1.7,1.2,20,81,24,12,105,44,2.07,36,5,1,1,1,0,2,0.09,2,0,0,0,0,0,1347,62,338,581,436,35,1347,23,9,39.1,14,60.9,730,3752,2187,62,32,7,18,8,832,128
Takehiro Tomiyasu,jp JPN,DF,Arsenal,22,1998,21,20,1679,18.7,0,1,1,0,0,0,2,0,0.6,0.6,1,1.6,32,96,41,0,0.05,0.05,0,0.05,0.03,0.05,0.09,0.03,0.09,11,2,18.2,0.59,0.11,0,0,17.1,0,0,0,0.6,0.6,0.06,-0.6,-0.6,888,1098,80.9,14779,5387,441,497,88.7,375,449,83.5,57,107,53.3,1,1.1,0,13,91,17,12,96,34,1.82,32,0,1,0,0,1,4,0.21,4,0,0,0,0,0,1310,73,402,632,285,20,1310,15,9,60,6,40,633,3064,1472,32,26,4,27,12,743,41
James Tomkins,eng ENG,DF,Crystal Palace,32,1989,8,6,547,6.1,1,0,1,1,0,0,2,0,0.5,0.5,0.2,0.7,1,8,1,0.16,0,0.16,0.16,0.16,0.08,0.03,0.11,0.08,0.11,4,2,50,0.66,0.33,0.25,0.5,13.7,0,0,0,0.5,0.5,0.12,0.5,0.5,277,320,86.6,6021,1857,58,68,85.3,177,188,94.1,40,61,65.6,0.2,0.1,-0.2,2,5,0,0,8,3,0.49,3,0,0,0,0,0,0,0,0,0,0,0,0,0,373,78,260,104,9,8,373,1,1,100,0,0,211,797,313,1,0,0,2,0,249,1
Ivan Toney,eng ENG,FW,Brentford,25,1996,33,32,2909,32.3,12,5,17,7,5,5,8,0,11.4,7.4,5.8,13.3,28,83,168,0.37,0.15,0.53,0.22,0.37,0.35,0.18,0.53,0.23,0.41,83,24,28.9,2.57,0.74,0.08,0.29,15.8,0,5,5,11.4,7.4,0.09,0.6,-0.4,440,779,56.5,5786,2033,266,411,64.7,108,204,52.9,23,51,45.1,5.8,5.6,-0.8,43,56,25,2,83,94,2.91,57,1,2,18,14,2,10,0.31,5,0,1,0,4,0,1198,53,144,515,550,158,1193,50,24,48,26,52,640,2577,1042,28,26,13,109,44,910,168
Ferrán Torres,es ESP,FW,Manchester City,21,2000,4,4,303,3.4,2,1,3,2,0,0,0,0,2.8,2.8,0,2.8,5,4,26,0.59,0.3,0.89,0.59,0.89,0.83,0.01,0.84,0.83,0.84,13,4,30.8,3.86,1.19,0.15,0.5,14.2,0,0,0,2.8,2.8,0.21,-0.8,-0.8,54,74,73,711,64,32,39,82.1,15,20,75,2,3,66.7,0,0.2,1,1,0,1,0,4,5,1.49,4,0,0,1,0,0,2,0.59,2,0,0,0,0,0,100,0,7,27,66,24,100,6,4,66.7,2,33.3,57,246,90,5,1,3,4,2,77,26
Cenk Tosun,tr TUR,MF,Everton,30,1991,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,1,1,100,22,0,0,0,,1,1,100,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,,0,,3,2,0,0,0,0,1,0,2,0
Andros Townsend,eng ENG,MFFW,Everton,30,1991,21,17,1455,16.2,3,2,5,2,1,1,3,0,2.2,1.5,3.1,4.5,41,50,100,0.19,0.12,0.31,0.12,0.25,0.14,0.19,0.33,0.09,0.28,20,9,45,1.24,0.56,0.1,0.22,22.1,4,1,1,2.2,1.5,0.07,0.8,0.5,342,497,68.8,5285,1870,185,219,84.5,114,153,74.5,28,82,34.1,3.1,2.5,-1.1,31,24,26,16,50,55,3.4,39,9,1,2,4,0,4,0.25,4,0,0,0,0,0,708,13,118,257,343,27,707,48,26,54.2,22,45.8,400,2570,1151,41,28,7,44,19,430,100
Adama Traoré,es ESP,FWMF,Wolves,25,1996,20,10,1067,11.9,1,0,1,1,0,0,0,0,3,3,1.4,4.4,84,29,85,0.08,0,0.08,0.08,0.08,0.25,0.12,0.37,0.25,0.37,23,5,21.7,1.94,0.42,0.04,0.2,19.7,0,0,0,3,3,0.13,-2,-2,242,339,71.4,3655,663,126,158,79.7,79,109,72.5,21,31,67.7,1.4,1.4,-1.4,18,15,12,6,29,60,5.06,32,0,20,2,4,2,2,0.17,1,0,0,0,1,0,474,3,47,189,265,51,474,102,83,81.4,19,18.6,341,3864,2076,84,42,25,46,29,397,85
Bertrand Traoré,bf BFA,MFFW,Aston Villa,25,1995,9,1,220,2.4,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,12,12,13,0,0,0,0,0,0.13,0,0.13,0.13,0.13,8,1,12.5,3.27,0.41,0,0,18.5,0,0,0,0.3,0.3,0.04,-0.3,-0.3,61,84,72.6,923,210,34,41,82.9,24,32,75,2,5,40,0,0.1,0,0,5,5,0,12,11,4.5,6,0,3,1,1,0,2,0.82,0,0,1,0,1,0,125,1,6,58,63,14,125,19,10,52.6,9,47.4,92,768,271,12,4,6,12,2,94,13
Trézéguet,eg EGY,FW,Aston Villa,26,1994,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0.38,0,0.38,0.38,0.38,1,0,0,8.18,0,0,,22,0,0,0,0,0,0.05,0,0,6,6,100,98,10,4,4,100,1,1,100,1,1,100,0,0,0,0,1,0,0,1,1,8.18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,3,7,1,10,1,1,100,0,0,9,60,19,0,0,0,2,0,9,4
Francisco Trincão,pt POR,FWMF,Wolves,21,1999,28,16,1336,14.8,2,1,3,2,0,0,0,0,3.7,3.7,1.6,5.4,56,40,93,0.13,0.07,0.2,0.13,0.2,0.25,0.11,0.36,0.25,0.36,32,13,40.6,2.16,0.88,0.06,0.15,18.6,1,0,0,3.7,3.7,0.12,-1.7,-1.7,356,463,76.9,5329,1095,201,230,87.4,104,127,81.9,30,55,54.5,1.6,1.6,-0.6,14,29,11,3,40,44,2.97,28,4,9,0,2,1,2,0.13,2,0,0,0,0,0,676,2,64,309,316,46,676,86,44,51.2,42,48.8,396,2896,1504,56,27,16,45,18,470,93
Kieran Trippier,eng ENG,DF,Newcastle Utd,30,1990,6,5,429,4.8,2,0,2,2,0,0,0,0,0.2,0.2,0.3,0.5,2,17,8,0.42,0,0.42,0.42,0.42,0.05,0.06,0.1,0.05,0.1,2,2,100,0.42,0.42,1,1,24.5,2,0,0,0.2,0.2,0.11,1.8,1.8,189,284,66.5,3454,1758,93,112,83,59,87,67.8,33,69,47.8,0.3,0.5,-0.3,7,15,5,0,17,11,2.31,2,9,0,0,0,0,1,0.21,1,0,0,0,0,0,339,22,109,155,79,0,339,3,1,33.3,2,66.7,106,317,169,2,3,1,1,1,129,8
William Troost-Ekong,ng NGA,DF,Watford,27,1993,17,15,1390,15.4,0,0,0,0,0,0,3,0,0.1,0.1,0.1,0.2,7,30,3,0,0,0,0,0,0.01,0,0.01,0.01,0.01,2,0,0,0.13,0,0,,21.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1,466,604,77.2,10969,4190,95,112,84.8,275,316,87,96,165,58.2,0.1,0.1,-0.1,1,27,0,0,30,6,0.39,5,0,0,0,0,1,0,0,0,0,0,0,0,0,749,146,470,266,17,7,749,2,1,50,1,50,414,2060,1341,7,0,0,5,0,433,3
Leandro Trossard,be BEL,FWMF,Brighton,26,1994,34,32,2805,31.2,8,3,11,7,1,1,2,0,6.7,5.9,4.8,10.7,97,154,222,0.26,0.1,0.35,0.22,0.32,0.21,0.15,0.37,0.19,0.34,73,26,35.6,2.34,0.83,0.1,0.27,18.7,5,1,1,6.7,5.9,0.08,1.3,1.1,898,1188,75.6,14462,3283,479,569,84.2,282,357,79,90,130,69.2,4.8,4.9,-1.8,47,71,53,3,154,113,3.63,82,4,18,6,3,0,13,0.42,8,1,3,0,1,0,1535,23,146,573,834,151,1534,80,56,70,24,30,987,5847,2686,97,52,43,93,73,1163,222
Kostas Tsimikas,gr GRE,DF,Liverpool,25,1996,13,9,877,9.7,0,2,2,0,0,0,3,0,0.6,0.6,2.7,3.3,48,47,109,0,0.21,0.21,0,0.21,0.06,0.27,0.34,0.06,0.34,8,2,25,0.82,0.21,0,0,16.9,0,0,0,0.6,0.6,0.08,-0.6,-0.6,508,705,72.1,8423,2744,249,278,89.6,219,288,76,36,98,36.7,2.7,1.9,-0.7,25,34,16,7,47,42,4.31,26,13,1,2,0,0,3,0.31,2,1,0,0,0,0,809,39,170,313,332,32,809,20,8,40,12,60,430,2581,1422,48,22,7,8,5,485,109
Axel Tuanzebe,eng ENG,DF,Aston Villa,23,1997,9,6,508,5.6,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,1,6,0,0,0,0,0,0,0.02,0,0.02,0.02,0.02,2,1,50,0.35,0.18,0,0,10.1,0,0,0,0.1,0.1,0.07,-0.1,-0.1,207,241,85.9,3996,1437,66,73,90.4,111,123,90.2,25,39,64.1,0,0,0,0,4,0,0,6,2,0.35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,280,42,157,117,8,6,280,0,0,,0,,177,747,423,1,0,0,3,0,181,0
Ozan Tufan,tr TUR,MF,Watford,26,1995,7,4,334,3.7,0,0,0,0,0,0,0,0,0.6,0.6,0.3,0.9,2,16,13,0,0,0,0,0,0.15,0.09,0.24,0.15,0.24,3,0,0,0.81,0,0,,18.1,0,0,0,0.6,0.6,0.19,-0.6,-0.6,85,122,69.7,1332,409,42,53,79.2,34,47,72.3,4,8,50,0.3,0.1,-0.3,4,13,2,0,16,6,1.62,5,1,0,0,0,0,0,0,0,0,0,0,0,0,155,4,22,87,47,9,155,6,3,50,3,50,70,422,136,2,3,1,5,3,90,13
Christos Tzolis,gr GRE,FWMF,Norwich City,19,2002,14,3,336,3.7,0,0,0,0,0,0,0,0,0.4,0.4,0.7,1.1,8,13,31,0,0,0,0,0,0.12,0.18,0.3,0.12,0.3,6,2,33.3,1.61,0.54,0,0,18.5,0,0,0,0.4,0.4,0.07,-0.4,-0.4,75,104,72.1,1152,287,41,51,80.4,26,31,83.9,5,15,33.3,0.7,0.6,-0.7,8,1,3,0,13,12,3.22,12,0,0,0,0,0,0,0,0,0,0,0,0,0,140,4,25,43,73,18,140,2,0,0,2,100,90,426,213,8,7,4,10,4,100,31
Yan Valery,tn TUN,DF,Southampton,22,1999,5,3,370,4.1,0,0,0,0,0,0,0,0,0,0,0.1,0.2,3,10,4,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04,2,0,0,0.49,0,0,,28.2,0,0,0,0,0,0.02,0,0,108,155,69.7,1705,502,48,56,85.7,52,70,74.3,3,17,17.6,0.1,0.1,-0.1,1,13,1,1,10,1,0.24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,213,19,81,104,28,0,213,5,1,20,4,80,106,562,234,3,4,0,1,2,95,4
Virgil van Dijk,nl NED,DF,Liverpool,30,1991,34,34,3060,34,3,1,4,3,0,0,3,0,2,2,1.5,3.6,11,145,4,0.09,0.03,0.12,0.09,0.12,0.06,0.05,0.11,0.06,0.11,35,14,40,1.03,0.41,0.09,0.21,13.3,1,0,0,2,2,0.06,1,1,2376,2655,89.5,46859,18162,780,848,92,1298,1375,94.4,278,395,70.4,1.5,1,-0.5,9,156,4,0,145,31,0.91,22,1,0,6,0,2,6,0.18,4,0,0,2,0,0,2894,300,1296,1514,90,57,2894,8,6,75,2,25,1717,6530,3379,11,4,0,5,3,2096,4
